Dataset,method,Experiment,Accuracy
5_spambase,knn,6,0.9380 ± 0.0000
5_spambase,knn,7,0.9304 ± 0.0000
5_spambase,knn,8,0.9337 ± 0.0000
5_spambase,knn,9,0.9304 ± 0.0000
5_spambase,knn,10,0.9304 ± 0.0000
5_spambase,knn,11,0.9174 ± 0.0000
5_spambase,knn,12,0.9293 ± 0.0000
5_spambase,knn,13,0.9413 ± 0.0000
5_spambase,knn,14,0.9337 ± 0.0000
5_spambase,knn,15,0.9370 ± 0.0000
5_spambase,knn,16,0.9424 ± 0.0000
5_spambase,knn,17,0.9380 ± 0.0000
5_spambase,knn,18,0.9283 ± 0.0000
5_spambase,knn,19,0.9402 ± 0.0000
5_spambase,knn,20,0.9283 ± 0.0000
5_spambase,knn,21,0.9402 ± 0.0000
5_spambase,knn,22,0.9337 ± 0.0000
5_spambase,knn,23,0.9380 ± 0.0000
5_spambase,knn,24,0.9391 ± 0.0000
5_spambase,knn,25,0.9293 ± 0.0000
5_spambase,knn,26,0.9478 ± 0.0000
5_spambase,knn,27,0.9326 ± 0.0000
5_spambase,knn,28,0.9370 ± 0.0000
5_spambase,knn,29,0.9435 ± 0.0000
5_spambase,knn,30,0.9348 ± 0.0000
5_spambase,zero,1,0.9217 ± 0.0000
5_spambase,zero,2,0.9087 ± 0.0000
5_spambase,zero,3,0.9304 ± 0.0000
5_spambase,zero,4,0.9130 ± 0.0000
5_spambase,zero,5,0.9065 ± 0.0000
5_spambase,zero,6,0.9207 ± 0.0000
5_spambase,zero,7,0.8435 ± 0.0000
5_spambase,zero,8,0.9054 ± 0.0000
5_spambase,zero,9,0.9120 ± 0.0000
5_spambase,zero,10,0.9196 ± 0.0000
5_spambase,zero,11,0.9087 ± 0.0000
5_spambase,zero,12,0.9087 ± 0.0000
5_spambase,zero,13,0.9011 ± 0.0000
5_spambase,zero,14,0.9120 ± 0.0000
5_spambase,zero,15,0.9043 ± 0.0000
5_spambase,zero,16,0.9174 ± 0.0000
5_spambase,zero,17,0.9185 ± 0.0000
5_spambase,zero,18,0.8935 ± 0.0000
5_spambase,zero,19,0.9043 ± 0.0000
5_spambase,zero,20,0.9239 ± 0.0000
5_spambase,zero,21,0.8826 ± 0.0000
5_spambase,zero,22,0.8935 ± 0.0000
5_spambase,zero,23,0.9152 ± 0.0000
5_spambase,zero,24,0.9000 ± 0.0000
5_spambase,zero,25,0.9130 ± 0.0000
5_spambase,zero,26,0.8978 ± 0.0000
5_spambase,zero,27,0.9054 ± 0.0000
5_spambase,zero,28,0.9163 ± 0.0000
5_spambase,zero,29,0.9207 ± 0.0000
5_spambase,zero,30,0.8978 ± 0.0000
